Review-Text,Review-Date,Star-Rating,Web-Site
"Well, this car is one of the best premium SUVs you can buy today, with features like air purification and the mirrors that show the side view of the car for an added layer of safety. It's the best mid-sized SUV you can buy. Interiors give it a premium look, and yes drives like a charm. Read More","Dec 08, 2019",5,cardekho.com
"Kia Seltos is the best in class, comparatively, it's not a box, the base variant is also carrying all necessary features. The music system and multifunction steering are available in all models. Read More","Dec 07, 2019",5,cardekho.com
I like every part of the Kia Seltos as the seats are very comfortable. The look is superb. The speedometer is stylish. The red colour is best Kia Seltos has multiple engine options as I want. This car is available in petrol as I want a petrol car. All engine has an automatic gearbox. The car has air purifier Car has a Bose sound system. Connect car...Read More,"Dec 07, 2019",5,cardekho.com
"Great car in the SUV segment and worth buying. The interior looks top-notch. Also, you get a smooth feeling while driving. I did a test drive and it feels wonderful. Highly recommended. Read More","Dec 07, 2019",5,cardekho.com
"Awesome car, with best in class, Bose music system and the front grill of the car is also amazing along with the day time running LED.","Dec 07, 2019",5,cardekho.com
"This car looks amazing and also has a 360-degree camera view, which is very rare.","Dec 07, 2019",5,cardekho.com
It comes with awesome features. Its automatic gear shifting is smooth and seats are very comfortable. All windows are also automatic. ,"Dec 07, 2019",5,cardekho.com
"This is a car I was looking for and the features of this car are amazing. It's comfortable on Indian roads. This car has every feature, which an ideal car should have. Not only the interior is great, but the exterior is also commendable. Read More","Dec 07, 2019",5,cardekho.com
"The car looks like a beast and the engine power is great, the Bose sound system is top-notch, and the 360-degree camera view is very helpful.","Dec 07, 2019",4,cardekho.com
The smoothest experience I have ever had was in this car. So much of class and performance in this car I just loved it.,"Dec 06, 2019",5,cardekho.com
Kia is the best car that is safe & smooth. Available at the best price.,"Dec 06, 2019",5,cardekho.com
"According to me, Kia Seltos is best. Best in Comfortable, best in mileage, best in look. In short, an amazing car.","Dec 07, 2019",5,cardekho.com
"Superb sound quality sound system and excellent future car. Mind-blowing look, low price best design. Segment 1st Smart Heads-Up Display. World's 1st SmartPure Air Purifier. Bose Premium Sound System with 8 speakers & LED Sound Mood lights with straight Line designs and World-Class Quality. Read More","Dec 06, 2019",5,cardekho.com
The look is best. And the interior is awesome And technology is mind-blowing by comparison to another car like MG Hector and others. The engine power of the KIA Seltos is best. And the drive is very smooth. The KIA Seltos have soo much Space for comfort setting.  And also have soo much function on the dashboard. The dashboard of the KIA Seltos is f...Read More,"Dec 06, 2019",5,cardekho.com
Awesome car with a Bose music system. Far better than Hyundai's Creta. Great riding experience with KIA and within the budget.,"Dec 06, 2019",4,cardekho.com
"Amazing driving experience being a cousin of Hyundai, Kia gives more money value but MG has better space and features.","Dec 06, 2019",4,cardekho.com
"Amazing features, excellent road presence with safety features and comfort within the budget.","Dec 06, 2019",5,cardekho.com
Great car with multiple features. Highly recommended.,"Dec 06, 2019",5,cardekho.com
"It's a good product from Kia. It is a great allrounder in all aspects. It's a clear rival for segment leader Creta. Seltos is a great car, balancing pocket and commendable performance. Even it proved that it's far better than India's most awaited SUV Hector from MG motors. Ultimately its a great start to Kia in India. Read More","Dec 05, 2019",5,cardekho.com
"Kia Seltos is an awesome car with a great look. Also, getting average mileage in this vehicle.  ","Dec 05, 2019",4,cardekho.com
Kia Seltos is the Beautiful Compact SUV. It is the best car in the 10 lac budget range.,"Dec 05, 2019",5,cardekho.com
"Car is very comfortable and has classy looks. I have purchased Kia Seltos GTX+ DCT in the month of October from Pune dealer. I have been around for three weeks. But since the very first day, I noticed a very annoying sound coming from rear of the vehicle. I have tried all possible things like removing all lose attachments and items from the car but...Read More","Dec 05, 2019",5,cardekho.com
"NO ONE CAN FIND A BETTER SUV THAN KIA SELTOS. ITS AMAZING LOOKS AND BODY ALIGNMENT ARE SOO GOOD AND TOUGH. INTERIORS ARE BEST OF ITS CLASS. I WOULD RECOMMEND YOU TO BRING HOME KIA SELTOS AND HAVE FUN LONG TRIPS WITH YOUR FAMILY. IT'S BEST WHEN ITS COMES TO ALL-TERRAIN, SO GIVE YOUR FAMILY A PLEASURE OF RIDING A GOD OF CHARIOTS. Read More","Dec 04, 2019",5,cardekho.com
"The car looks amazing, The DRL's are attractive and the touch screen display has a really good response; but the car couldn't get 5 stars as the speedometer and the touch display could be more stunning which would upgrade the interior to a whole another level; Even though the dual-tone interior is interesting. The design of the car will stand out a...Read More","Dec 05, 2019",4,cardekho.com
Kia Seltos is an awesome car from my experience. Good for long routes and quite spacious with comfort and relief. Happy with features of the car. Family and friends appreciated my choice and also wants always to ride my car. Read More,"Dec 04, 2019",5,cardekho.com
"The car is awesome. I bought the Seltos 1.4T GTX Plus Manual and the engine & gearbox are really smooth which delivers an unbelievable power. The cabin of the car is so well built that all the buttons and switches are at your fingertips. 360-degree camera, Blindspot view, Bose speakers, Ventilated seats and HUD makes the car superb. NVH levels are ...Read More","Dec 05, 2019",5,cardekho.com
"Amazing experience, however, a bit expensive when compared to MG Hector. It is very spacious and is affordable.","Dec 05, 2019",4,cardekho.com
Pickup and mileage are amazing. The comfort level up to the mark.,"Dec 05, 2019",5,cardekho.com
One of the best cars in 2019 by Kia. Features in the car are amazing.,"Dec 05, 2019",4,cardekho.com
"Great looks and amazing transmission features. Aux, A.C., and rear parking camera are wonderful.","Dec 05, 2019",5,cardekho.com
"DON'T BUY SELTOS: 1=WASTE OF TIME AND MONEY. 2=COST WISE HIGH-QUALITY WISE LOW. 3=MILEAGE TOO LOW. 4=I'M BUYING A GTX 7 DCT AUTOMATIC TRANSMISSION PETROL AS I HAD A LOT OF TROUBLE IN MY VEHICLE. FAULT CAN START IN BELOW MENTIONED FACTORS: 1, A.C. NOT WORKING AS WELL. 2, THE BRAKING SYSTEM IS OLDER THEN AMBASSADOR. 3, MILEAGE IS BELOW 12 KM ...Read More","Dec 04, 2019",1,cardekho.com
This car is aggressive & beautiful in this segment. This car fully loaded with features.,"Dec 04, 2019",5,cardekho.com
"Best car in its segment. Excellent drivability, superb engine, amazing ergonomics, wonderful comfort, and humongous space. The car is a total package of comfort and performance. Seats are adjustable for both driver and front passenger side. Loads of legroom for the rear passengers. Excellent boot space. Better buy than Jeep Compass or Hyundai Creta...Read More","Dec 04, 2019",5,cardekho.com
"Kia Seltos the best automotive made by Kia. It has a 7.5 to 8.1inch screen which provides car information and navigation. There is also a head-up display through which you can get essential information such as speed. It is a good car in terms of safety which carries 4 airbags in the top variant. Even in the low variant, the safety measures are amaz...Read More","Dec 04, 2019",5,cardekho.com
"Excellent car in this price as it gives great value and great comfort for long drives. Also, it is very spacious.","Dec 04, 2019",5,cardekho.com
Kia Seltos is a very good car. It has new features with a triggered mileage. It's quite comfortable within the budget.,"Dec 04, 2019",5,cardekho.com
Very nice car and superb features. It looks amazing and gives a feel which is quite comfortable.,"Dec 04, 2019",5,cardekho.com
It's an amazing experience as the drive is very much comfortable. It has many features to entertain and gives a wonderful experience to the passengers as well.,"Dec 04, 2019",4,cardekho.com
Good car with the best features within the budget. The interior and the seats of the car make it luxurious.,"Dec 04, 2019",5,cardekho.com
"Nice car with lot more features. Fully loaded with multiple features, the best features is the 360-degree camera.","Dec 04, 2019",5,cardekho.com
It was the best experience for me. I enjoyed it thoroughly.,"Dec 04, 2019",5,cardekho.com
This is the best car in my budget as the features available are amazing including the interior and the exteriors.,"Dec 04, 2019",5,cardekho.com
"Features loaded car beyond expectations. Wonderful engine, superb interior with amazing quality, fabulous fit, and world-class finish.","Dec 04, 2019",5,cardekho.com
"A very nice car with bose speakers, which is not available in other cars in its segment. Worth buying it. This car is spacious, safe, powerful. This car comes with 6 airbags, sufficient boot space, and sunroof. Ambient mood lighting gives a luxurious and soothing experience. Read More","Dec 03, 2019",4,cardekho.com
"We brought the Kia Seltos HTK in petrol 2 months ago and the car is fabulous. You get all the features even in the base variant. You name it and its there. It has a 6 speaker JBL music system, an intelligent MID projector setup for both headlamps and foglamps. It is a very nice car and you should buy it instead of its rivals. However, spare parts a...Read More","Dec 03, 2019",5,cardekho.com
"I felt very glad by its modern advanced technology and innovative design still, it's so smart due to Long-Durability, Safe, Secure and Lightweight. It's one of my favorite cars known for ""Kia Seltos"", we would feel simple by architecture style ever. Read More","Dec 03, 2019",5,cardekho.com
Best and fully loaded car. Kia Seltos is also the best value of money. This car is manageable and is luxurious.,"Dec 03, 2019",4,cardekho.com
"Very nice SUV, a great combination of comfort, features, and style. Value for money car with luxury features, good handling, and great braking.","Dec 03, 2019",5,cardekho.com
Nice design and engine are powerful and advanced. Speed and mileage are up to the mark. Available within the budget.,"Dec 03, 2019",5,cardekho.com
The best performance and unique look make it striking. The detailed review of this car can not be expressed in just a few words.,"Dec 03, 2019",5,cardekho.com
This car has a very comfortable sitting arrangement and a very good leg space.,"Dec 03, 2019",5,cardekho.com
"To be very honest this SUV has a sporty look and as per the company, it has a thrilling design, including the interior. Highly recommended.","Dec 03, 2019",4,cardekho.com
"Kia Seltos became one of the best prime SUV cars of this era in India. The car has a best-finished premium looking with ultimate build quality till now in the Indian car market. In this price range, it gives many loaded features as follows:  1. It has a 360-degree camera. 2. Both front and rear parking assistance are given. 3. Has an adequate bo...Read More","Dec 02, 2019",5,cardekho.com
"Kia as soon as it landed in India came with a bang for the buck competing with its sister company Hyundai's Creta, the Jeep Compass and the MG Hector which again was recently launched. Seltos gave us a variety of features with 2 lineups total of 5 variants that can suit your choice and has premium features. Read More","Dec 03, 2019",5,cardekho.com
"I brought Seltos HTX one week back. This is my 6th car following Innova Crysta, XUV500, Duster, Honda City, and Dzire. I can safely say that this is the best overall car in this price range presently. This car is a near-perfect vehicle by many angles. Its design is fantastic, looks are fantastic, features are amazing, refinement is excellent, NVH l...Read More","Dec 01, 2019",5,cardekho.com
"I am feeling great with this car. It has a quite good handling, nice road grip, great stability, also great acceleration, and engine noise is quite low. Talking about interiors it's just wow. Lots of space, comfortable to sit, and love the driver's electronic adjustment. Don't have words about ventilated seats, and infotainment touch is a superb th...Read More","Dec 02, 2019",5,cardekho.com
"Kia has debuted in the Indian car market by launching a great car Seltos. Though based upon Hyundai Creta, yet many steps ahead of the techology, comfort, styling ride and handling. I think mileage could be a negative aspect. Still, it's a great car. Read More","Dec 02, 2019",5,cardekho.com
"Great car with looks, mileage, power, comfort, and ultimate driving pleasure. All in all an absolute value for money car.","Dec 02, 2019",5,cardekho.com
This car is delivering a very good performance. Great looks.,"Dec 02, 2019",5,cardekho.com
Fully loaded car with super new generation features and economically best for middle-class people.,"Dec 02, 2019",5,cardekho.com
"It's the best car which I have ever seen and yes it is a new company, so some people might think to purchase it or not. My experience says that every guy must at least test drive it and I'm sure, once driven, will be bought for sure. Read More","Dec 01, 2019",5,cardekho.com
"A very comfortable and advanced feature, my friend bought this car and its superb car with great features. The engine is more powerful than my car. I like the sensors in this car. Read More","Dec 02, 2019",4,cardekho.com
"Its a nice car with great features, amazing headlight, suspension, nice pick-up.","Dec 01, 2019",5,cardekho.com
"The best thing about the car is the interior and exterior features. It is provided at such a reasonable price, and it is simply the best in its segment and it makes Seltos the best car. Read More","Dec 01, 2019",5,cardekho.com
"Kia Seltos can be called as a car of gadgets. It has a handful of features but only in GT line. For HT line it has only 2 airbags even for X Plus which is the diesel top-end model. It has 17inch diamond-cut alloy wheels, 8inch heads-up display, 360° camera, blind view monitor, red color brake caliper only for GT line X plus variant. In HT line K pl...Read More","Dec 01, 2019",4,cardekho.com
Nice car with all features. This car is very well designed and delivers a good performance. Build quality and interior is so good.,"Nov 30, 2019",5,cardekho.com
The best car in this segment. Never hesitated before buying this car. I just want to say go for it. If you still have doubt go and test drive it.,"Nov 30, 2019",5,cardekho.com
"It is the best car in segment, I love this car because of its features and engine in this car. You can also get heads up display of 8 inches which very convenient.","Dec 01, 2019",5,cardekho.com
Kia Seltos is the best car in the 2019 car collection. This car is comfortable and featureful as compared to other cars.,"Nov 30, 2019",5,cardekho.com
"The looks are amazing, and the design is excellent. The interior of the car makes it a true premium Car. The dashboard is fantastic, and the piano finish is so cool. The design of headlights and the music system's screen is so cool. I have no words to describe the Kia Seltos. Read More","Nov 30, 2019",5,cardekho.com
Good quality interiors and shockers are so reflective even a large bump wouldn't make a difference. Good seating command and price is on the quite higher side.,"Nov 30, 2019",4,cardekho.com
"At such price, the number of features and BS6 refined engine, it's amazing.","Dec 01, 2019",5,cardekho.com
"The perfect car for everyday use. It's not too big and not too small. A good car for a family getaway and can take long vacations also. The technology provided is mind-blowing and with this price point, it's a bargain. The best part of Seltos is that it can be selected from a wide range of variants which makes it easy for anyone who is looking into...Read More","Nov 29, 2019",5,cardekho.com
"It's a very good car, good to drive and has awesome segment-first features. Interior Plastic quality is good too. Ride quality below 60 is amazing it soaks almost all small patches of road, the cabin is quieter than most of the rivals plus to make cabin, even more, the better place they have provided with a proper air purifier which a good thing fo...Read More","Nov 29, 2019",4,cardekho.com
"Kia Seltos is the best segment car I have ever seen. This car is fantastic due to its features regarding safety, infotainment etc. This car is a budgeting car and easily affordable when compared with other cars from other companies. This car is a king of highways. So smooth to drive and easily controlled. This car breaking quality is unbelievable. ...Read More","Nov 30, 2019",5,cardekho.com
Its too good compared to swift as well. Good in automatic transmission gives the best mileage.,"Nov 29, 2019",5,cardekho.com
"It is a nice car as it has good features in it and suitable for people who go mountain trailing. I like this car as it has sunroof and moonroof. It is comfortable and spacious with good leg rest. The outer look is very classy, till I know Kia is good brand company and has a good impression in the market. Read More","Nov 29, 2019",5,cardekho.com
"The excellent car, I have never seen any car with those features in India. It's a superb car at a low budget, I have never seen all the features in a low budget car. It felt like, I am using a luxury car like (Benz, BMW etc), ride quality is smooth which is of next level. Read More","Nov 29, 2019",5,cardekho.com
This car is amazing as it has new amazing features and new driving options which makes this car best so far.,"Nov 29, 2019",5,cardekho.com
Kia Seltos the amazing car or one can say the amazing SUV so far. Especially the interior of the leather side and leather seats are amazing. Chromium plating looks nice. Highly recommended.  Read More,"Nov 29, 2019",5,cardekho.com
The best petrol engine in this segment. It is a great pressure to ride this machine in it's 3rd and 4th gear. The performance is amazing and mileage may vary from 10-19 as per the driving style. Read More,"Nov 29, 2019",5,cardekho.com
Superb car and the red color is the best one. My SUV experience is far way better than Scorpio. I really like this car.,"Nov 29, 2019",5,cardekho.com
Best car in the segment. Quality level is superb. Standard features are available. Mobile connectivity improves the impression of the car. The instrument cluster is awesome. Air conditioning works well. A good amount of legroom offered. In every aspect it is superb. Read More,"Nov 29, 2019",5,cardekho.com
Superb car as it looks like Hulk. This can be at the top of the Indian market.,"Nov 28, 2019",5,cardekho.com
Kia Seltos is better than Hyundai Creta. Its stability is 10/10 and the built Quality is also 10/10.,"Nov 28, 2019",5,cardekho.com
Looks amazing and wonderful. I would highly recommend this to others as well.,"Nov 28, 2019",4,cardekho.com
Compact and everything at similar price initially. I was going to take Ford Ecosport but though to take this one and I think I took the right decision. ,"Nov 28, 2019",5,cardekho.com
"Kia has debuted in Indian car market by launching a great car. Though it is based upon Hyundai Creta. Yet many steps ahead of tech comfort styling ride and handling. Mileage is quite lesser still, it's an amazing car.  Read More","Nov 28, 2019",5,cardekho.com
Great car with super engine with body quality & amazing features. Amazing colours with sporty look. Superb strong built quality.,"Nov 29, 2019",5,cardekho.com
I will give Kia Seltos 2 stars because of new generation technology. It still needs too many tests on the engine. Looks are good but the car is okay.,"Nov 28, 2019",2,cardekho.com
"This is actually the best offering in the current price range. The range-topping GTX+ model which now also comes in both Petrol and Diesel comes with features that none of the vehicles in the current market offer. 6 Airbags are standard in the GTX+ models. The suspension might not be as good as the Harrier's, but then you forget what has the suspen...Read More","Nov 28, 2019",4,cardekho.com
I like Kia Seltos because its front and back side gives us an SUV feel and looks like a luxurious car. I love Kia Seltos more than MG Hector. ,"Nov 29, 2019",5,cardekho.com
"The top model in the diesel engine is too amazing. Its too silent when the car is switched off or when it is turned on, it has very good sound quality, great boot space, amazing interior features, the feature of cooling, the rear seats is also great, back camera has superb quality, its very smooth no matter it is on which speed, the lights below th...Read More","Nov 28, 2019",5,cardekho.com
"It is an awesome car and cost-effective as well. All required features available. Best in design, big display and drive comfort. ","Nov 28, 2019",5,cardekho.com
Poor performance... Pickup is not satisfying numbers. The average is very low as ComPare to the company claimed... Feeling trapped with this new company. If there would b any chance then I would like to take my money back... One month's driving experience was very frustrating and trauma. Read More,"Nov 27, 2019",1,cardekho.com
Kia has debuted in the Indian car market by launching a great car Seltos though based upon Hyundai Creta. Yet many steps ahead of tech comfort styling ride and handling. Though I think mileage could be a negative side. Read More,"Nov 28, 2019",5,cardekho.com
The best segment with new technology. The best driving experience and looks are amazing.    ,"Nov 28, 2019",5,cardekho.com
Just an amazing car. I wanna say go for it. Looks are amazing and have brilliant interior and exterior design. It gives a luxurious feel.,"Nov 28, 2019",5,cardekho.com
Awesome car and excellent driving experience. What an AC which adjusts in car. It was a good experience in my life.,"Nov 27, 2019",5,cardekho.com
"Best, but not have some features according to XUV 300 have more features than Seltos. According to price xuv300 have low.. Kia Seltos have less service XUV300 gave better than Kia Seltos. Break assist is not there and it has fewer options better than other cars. Read More","Nov 27, 2019",2,cardekho.com
Very nice car. It is very comfortable for a family. It is really like an SUV with a very beautiful interior.,"Nov 27, 2019",5,cardekho.com
The car looks great and we have purchased the diesel auto top-end model in which all the things are great. But illuminated keys for windows and door lock is missing. We have to search for the buttons in the dark. Overall the car is great in performance and looks. Read More,"Nov 27, 2019",5,cardekho.com
"Perfect in class, design, interior, perfect in mileage, ground clearance. Perfect is the final word for it.","Nov 26, 2019",5,cardekho.com
"The top model in the diesel engine is too amazing. Its too silent when the car is switched off or when its turn on, it has very good sound quality, great boot space, amazing interior features, the feature of cooling, the rear seats is also great, back camera has superb quality, its very smooth no matter it is on which speed, the lights below the da...Read More","Nov 26, 2019",5,cardekho.com
"The very amazing thing about KIA is that they are offering free servicing for 5 years, it means you only drive it, servicing is free by KIA.","Nov 27, 2019",5,cardekho.com
"Very comfortable and adjustable seat, the front panel is good in looks, navigation is average, the car looks good from outside.","Nov 27, 2019",4,cardekho.com
KIA Seltos is completely spacious and is a smooth experience. It is worth 12 lakhs and is simply amazing. Seltos comes with a touch screen music panel and is quite good in function. Good mileage and pick up. Read More,"Nov 26, 2019",5,cardekho.com
KIA Seltos is a very nice car with the great built quality and lots of amazing features. The driving is also very comfortable on any kind of road.,"Nov 26, 2019",5,cardekho.com
"Excellent to drive and comfortable, features are excellent. Best in the segment. Overall, Value for money car.","Nov 26, 2019",5,cardekho.com
This car is excellent in driving and features are amazing. The front of the car is very attractive and the full LED looks amazing at night.,"Nov 26, 2019",5,cardekho.com
"I have purchased KIA Seltos HTK Petrol last month, and I am fully satisfied with the my Seltos. The overall performance of the car is amazing in terms of driving experience, infotainment system, build and at last the mileage of Kia Seltos. I have almost driven 1700 KM and average coming 15KMPL in the city, and goes 20KMPL on highways. So, I am high...Read More","Nov 26, 2019",5,cardekho.com
"The design of this car is very nice. Bose speakers are of nice quality and the sound is excellent, sunroof is an add on with very nice alloys in the top model. ","Nov 26, 2019",5,cardekho.com
"Kia Seltos is a perfect car. Its design, looks, features and build quality are so excellent. Especially for our Indian roads feels so comfortable and the mileage what the car is offering is just awesome and the performance is just fantastic. The beautiful things are LED and the DRLs design, UVO Connected car - KIA(Know It All), ventilated seats, sm...Read More","Nov 25, 2019",5,cardekho.com
It is an excellent car with good features. It moves smoothly on off-roads. Its suspension is also good. It gives you good mileage with the best sound system which makes your ride wonderful and makes you feel luxurious. You can buy this with closed eyes. It's the best car I have seen ever in my life. Read More,"Nov 25, 2019",5,cardekho.com
"I just got the chance to sit in one of my uncle's Kia Seltos and what can I say I was just trying to find any flaws but I couldn't. Everything is so perfect in this price bracket that you can't imagine this level of comfort and quality in a car, I just loved it. Read More","Nov 25, 2019",5,cardekho.com
Good looking car and the ground clearance is sufficient as compared to other cars as it is very important for the driving experience.,"Nov 25, 2019",4,cardekho.com
Excellent car with good suspension and a great car for long drives. The mileage is ok for the city drive. You can buy this car with closed eyes.,"Nov 25, 2019",5,cardekho.com
It's a wonderful car. All features are good and you will feel like a plane. I am very satisfied with this car. It runs very smoothly without any bounces on off-roads. The driving experience is awesome. Read More,"Nov 25, 2019",5,cardekho.com
Kia Seltos is one of the good specific SUV in economic range of budget. It is a more functional car compared to other cars.,"Nov 25, 2019",4,cardekho.com
It's a great car with excellent features. Looks are also awesome. All accessories are comfortable and safe.,"Nov 25, 2019",5,cardekho.com
This car is very good. Fully loaded with all features and comfort. The space is excellent. This car looks like a high-level car. I referred to all to take the test drive and share your experience. The car is very safe and very solid. Read More,"Nov 25, 2019",5,cardekho.com
"I think it the best SUV ever launched, value for money, attractive colors, full options and good mileage than other cars.","Nov 25, 2019",5,cardekho.com
Perfect car in this price range. Not a single car in this price range has ventilated seats. BOSE speakers are awesome too.,"Nov 23, 2019",4,cardekho.com
"It is a car with a master body and a powerful engine The transmission is smooth and the parking position is super and tyres are super smooth and the seats are very good. It's not just a machine, it is the master of all machines and this is the first Kia car in India. One important thing is that the body design is fantastic and in night light visibi...Read More","Nov 23, 2019",5,cardekho.com
"For a car, at this price, it is definitely a good deal. Got the automatic 1.4-liter Petrol variant and let me tell you it's a charm to drive this beauty. The gear shift is ever so smooth and linear power delivery makes it good to ride. Read More","Nov 23, 2019",5,cardekho.com
Best under in this segment. The handling is superb and features are top end. The exterior looks very impressive and the interior is also rich in class. I must prefer this car in the place of other cars under this range. The seats are best in class and luxurious. This is my first car and I am happy with it. Read More,"Nov 24, 2019",5,cardekho.com
"Very nice car, powerful engine, looks very stylish among all cars and its a new concept car.","Nov 24, 2019",5,cardekho.com
"I have Kia Seltos GTX Plus in red color. It has awesome looks, superb interiors, a good loud music system and ample space.","Nov 24, 2019",5,cardekho.com
"Its drive is very smooth and comfortable. The car gives very good mileage. It is best in all its rivals. Its price is best compared to other cars according to looks and features. It is among the best cars in this segment. It can be compared to other luxurious cars in India. The car is excellent for off-roading, city drives and long drives with the ...Read More","Nov 24, 2019",5,cardekho.com
The front look (tiger-nose) is amazing. Riding quality is ok. The rear seat is comfortable and the connectivity is fine.,"Nov 24, 2019",5,cardekho.com
"As Kia is new to India, it is taking time for sales but it is superb in performance with stunning design for Indian roads, wonderful interior and reliving mileage so its a perfect SUV. Read More","Nov 24, 2019",5,cardekho.com
This Compact SUV is better than other cars. It is one of my favorite cars and a dream car. The car price is also affordable.,"Nov 23, 2019",5,cardekho.com
"The things that are most fascinating and important:- 1. Performance - The Kia Seltos has a very enthusiastic approach to the driving experience. The GT line never lets you down at any cost. 2. Driving experience - Driving experience of the Kia Seltos is absolutely a segment above or two. I have driven as well as had a ride in Audi a4, Mercedes Be...Read More","Nov 23, 2019",5,cardekho.com
One of the best SUV sub 20L to have been launched in 2019. The top of the range GT has got all the tech and gadgets you can expect in an international model. If you compare it to any other SUV in its class its got the most bang for the buck and KIA has so many varients the price starts from 11L. So people from different walks of life can afford to ...Read More,"Nov 22, 2019",5,cardekho.com
"I like the design of this car, it is unique and the key factor is the quality and overall features they provide. The features they provide are the ones that you see only in those high budget cars. Read More","Nov 23, 2019",4,cardekho.com
Really a great car that I want to buy. Especially Top-Spec GTI (DCT) version in which the performance of the engine is top-notch. The 10-inch Infosystem and 1.4 Litre turbocharged petrol engine with 140 BHP of power gives a performance of the luxury car and its features without spending 30 Lakhs go for it. Even DRL's design is looking phenomenal. Read More,"Nov 23, 2019",5,cardekho.com
"Still, we have to see the Seltos performance but not bad and boot space is less and for less amount, the car gives more specification.","Nov 23, 2019",3,cardekho.com
"Feels like a luxury car. The car is awesome, they perform like a Kia. This car is best for a family.","Nov 23, 2019",5,cardekho.com
"Very bold and with style, offering nice pickup, comfortable and mileage is 14 kmpl. So good SUV. Its a family SUV, so its the best. ","Nov 22, 2019",4,cardekho.com
"Good, excellent car. This car is the best, the drive is very smooth and sounds like a good beast.","Nov 23, 2019",5,cardekho.com
"Very good SUV and nice look, nice design. Weldone KIA Seltos, good price quote in India and nice marketing, love this car.","Nov 23, 2019",4,cardekho.com
"Top model, great look, good features, good interior & exterior design. A superb car with satisfaction & reasonable price. It is a small car for middle-class people as it is a low budget car. Read More","Nov 22, 2019",5,cardekho.com
"Fully feature loaded car, best car I have experienced with a different design in the SUV segment, it gives a tough performance to other SUV cars like hyundai Creta, Tata Harrier and MG Hector and the best feature I saw in this segment is the heads up display, four disc brakes and smart air purifier which provides different fragnances with settings ...Read More","Nov 22, 2019",5,cardekho.com
It's one of the very nicest as well as macho looking car. It's built quality and interior quality is top-notch. Must say they maintained design language not only to the exterior its interior is nicely finished and attractive. I have Diesel HTX PLUS AT Variant and I am quite happy with my purchase. It's pick-up too is not letting you feel like you a...Read More,"Nov 22, 2019",5,cardekho.com
"Kia Seltos is near perfect vehicle by many angles. Its design is fantastic, looks are fantastic, the features are fantastic, refinement is excellent, NVH levels are superb, ride quality is superb and easily comparable to other cars. The mileage is excellent and the seat comfort is super. Read More","Nov 22, 2019",5,cardekho.com
"It's a good car with more options, good interior and exterior. Value for money and driving experience is very good, handling is awesome, riding stability is nice and also it looks good. Performance-wise 1.5 Diesel AT is very nice and the three-mode driving experience is awesome. Read More","Nov 22, 2019",5,cardekho.com
"Super SUV model, nice design part, exterior and interior is of best build quality. seating is good, provides a comfort zone.","Nov 22, 2019",5,cardekho.com
"The Kia motor company has launched its car in Indian premium SUV. The Seltos has a very good design, good looks and loaded with many features.","Nov 22, 2019",5,cardekho.com
"Wonderful car, less price with more features. I liked it so much, it's a fantastic car for a family.","Nov 22, 2019",5,cardekho.com
Look of car and interior is excellent. The Kia is best for five-seater car and had much more good experience than others.,"Nov 22, 2019",5,cardekho.com
I like this car. Super exterior and interior too. I like the look of the front and back. Rear lights are also awesome.,"Nov 22, 2019",5,cardekho.com
"Its a nice car with smooth driving experience, standard looks, wonderful safety and excellent suspension.","Nov 22, 2019",5,cardekho.com
Kia Seltos is the best car of the decade because the car made a very good entry. It has a very good performance for the money than compared to other cars. The engine is very powerful in which we can feel the speed and enjoyment while driving. The shape of the looks like a monster coming through the road. It has a good interior structure we can't ge...Read More,"Nov 22, 2019",5,cardekho.com
"It is a very luxurious car at a very less price. It is very comfortable and very easy to drive around the city and very effortless. Also, I travel a lot with it and it seems fun. The music system is also creative and has good bass to it so that we can drive the car with pleasure and joy. Read More","Nov 21, 2019",5,cardekho.com
"Kia Seltos Diesel is best in class. Cabin noise cancellation and no turbo lag at all, unlike other Diesel cars. Look wise it beats every other car in its segment, it is designed very carefully to give it a touch of premium luxury cars. Bose sound system works awesome and its icing on the cake. Read More","Nov 21, 2019",5,cardekho.com
"Kia Seltos is many steps ahead of tech comfort, styling, ride and handling. Though I think mileage could be a negative but who cares it's a great car. It's a premium mid SUV. Value for money is excellent. Features, comfort, space are excellent. The thing which I don't like is it does not have bold features like a panoramic sunroof and auto tailgate...Read More","Nov 21, 2019",5,cardekho.com
This is a high tech car with internet facility and a nice interior and exterior design. This is a foreign company that came to India with a nice car at a minimum price with beautiful facilities and colors which are a great option to opt for. This is a high build company. Read More,"Nov 21, 2019",5,cardekho.com
Great car with excellent comfort and features. We can name it as a family car. I really liked the driving experience and UVO car connect feature. Even the car gives us great comfort on backseats. We even get telescopic steering and rear window sunshades which give it a luxury appearance. I loved it. Read More,"Nov 20, 2019",5,cardekho.com
"This car is the best in the world and a bigger car in a small package. The best color is Red and Black. Kia Seltos, the name of this car is like superman or supercar. It is not a BMW SUV but it is not less than that. Read More","Nov 20, 2019",5,cardekho.com
This car is good and the top speed is 220 KMPH. The touchscreen music system is superb with the good instrument cluster.,"Nov 21, 2019",4,cardekho.com
Stylish and awesome SUV of 2019. The features are unbelievable. Only enjoy the drive when the car is connected.,"Nov 21, 2019",5,cardekho.com
"Kia Seltos is the most powerful car and a very futuristic car. The price range is almost good, I love this car and my dream is to buy this car. The red and black color looks awesome. Read More","Nov 20, 2019",5,cardekho.com
